id;fecha;año;mes;dia;coste;recuento personal;project key distintas;issue summary distintas;issue key distintas;activity name distintas;horas;recuento de issues;recuento reporter;issues con parent key;issue type distintos
723;26/06/2021;2021;junio;26;306.25;1.00;1.00;1.00;1.00;1.00;3.50;1.00;1.00;0.00;1.00
724;28/06/2021;2021;junio;28;14355.63;29.00;19.00;91.00;91.00;34.00;219.80;115.00;27.00;33.00;5.00
725;29/06/2021;2021;junio;29;13676.25;28.00;19.00;68.00;69.00;30.00;209.50;93.00;22.00;19.00;5.00
726;30/06/2021;2021;junio;30;13881.88;28.00;16.00;66.00;66.00;30.00;213.50;94.00;24.00;23.00;5.00
727;01/07/2021;2021;julio;1;13705.63;27.00;15.00;63.00;63.00;26.00;208.80;86.00;23.00;26.00;6.00
728;02/07/2021;2021;julio;2;13583.75;26.00;14.00;66.00;66.00;30.00;203.00;90.00;21.00;25.00;5.00
729;03/07/2021;2021;julio;3;262.50;1.00;1.00;1.00;1.00;1.00;3.00;1.00;1.00;0.00;1.00
730;05/07/2021;2021;julio;5;13203.75;26.00;16.00;68.00;68.00;28.00;202.30;91.00;23.00;27.00;5.00
731;06/07/2021;2021;julio;6;12722.50;26.00;17.00;73.00;74.00;26.00;195.30;101.00;23.00;28.00;5.00
732;07/07/2021;2021;julio;7;11870.00;24.00;18.00;58.00;58.00;28.00;187.80;78.00;22.00;26.00;5.00
733;08/07/2021;2021;julio;8;11701.25;24.00;16.00;59.00;59.00;31.00;180.50;81.00;22.00;31.00;6.00
734;09/07/2021;2021;julio;9;9916.88;22.00;15.00;49.00;49.00;23.00;154.80;70.00;18.00;28.00;6.00
735;12/07/2021;2021;julio;12;12363.75;24.00;15.00;63.00;63.00;25.00;187.00;80.00;21.00;39.00;5.00
736;13/07/2021;2021;julio;13;11805.63;24.00;12.00;75.00;75.00;26.00;177.80;103.00;18.00;33.00;6.00
737;14/07/2021;2021;julio;14;10005.63;23.00;14.00;43.00;44.00;22.00;164.50;67.00;18.00;23.00;6.00
738;15/07/2021;2021;julio;15;10293.75;22.00;13.00;65.00;65.00;24.00;164.80;82.00;18.00;36.00;6.00
739;16/07/2021;2021;julio;16;9256.25;21.00;13.00;53.00;53.00;23.00;150.00;69.00;21.00;23.00;5.00
740;19/07/2021;2021;julio;19;10925.00;24.00;13.00;64.00;64.00;26.00;173.80;83.00;20.00;29.00;5.00
741;20/07/2021;2021;julio;20;12032.50;25.00;16.00;62.00;62.00;24.00;187.30;82.00;19.00;22.00;5.00
742;21/07/2021;2021;julio;21;12027.50;26.00;15.00;65.00;66.00;24.00;187.50;88.00;20.00;30.00;5.00
743;22/07/2021;2021;julio;22;12104.38;26.00;16.00;60.00;61.00;31.00;189.00;85.00;19.00;35.00;5.00
744;23/07/2021;2021;julio;23;11161.88;24.00;14.00;56.00;56.00;27.00;177.50;72.00;15.00;24.00;6.00
745;24/07/2021;2021;julio;24;437.50;1.00;1.00;1.00;1.00;1.00;5.00;1.00;1.00;1.00;1.00
746;25/07/2021;2021;julio;25;350.00;1.00;1.00;1.00;1.00;1.00;4.00;1.00;1.00;0.00;1.00
747;26/07/2021;2021;julio;26;9968.75;21.00;15.00;62.00;62.00;27.00;157.30;76.00;17.00;20.00;5.00
748;27/07/2021;2021;julio;27;9974.38;21.00;12.00;48.00;48.00;19.00;157.80;64.00;18.00;15.00;5.00
749;28/07/2021;2021;julio;28;8927.50;20.00;15.00;44.00;44.00;27.00;145.30;60.00;16.00;21.00;5.00
750;29/07/2021;2021;julio;29;8695.00;20.00;18.00;54.00;54.00;32.00;140.30;68.00;19.00;20.00;4.00
751;30/07/2021;2021;julio;30;7151.88;14.00;13.00;36.00;36.00;24.00;103.80;49.00;15.00;17.00;5.00
752;28/09/2021;2021;septiembre;28;15005.00;29.00;16.00;77.00;77.00;25.00;232.50;111.00;25.00;47.00;5.00
753;29/09/2021;2021;septiembre;29;13293.75;26.00;15.00;92.00;93.00;24.00;212.30;125.00;24.00;58.00;5.00
754;30/09/2021;2021;septiembre;30;14430.00;29.00;14.00;91.00;92.00;28.00;226.30;130.00;22.00;34.00;5.00
755;01/10/2021;2021;octubre;1;14945.00;29.00;16.00;84.00;85.00;28.00;234.50;117.00;21.00;33.00;5.00
756;02/10/2021;2021;octubre;2;1400.00;5.00;3.00;6.00;6.00;4.00;18.50;6.00;3.00;3.00;3.00
757;03/10/2021;2021;octubre;3;1487.50;4.00;3.00;9.00;9.00;5.00;19.50;10.00;4.00;1.00;3.00
758;04/10/2021;2021;octubre;4;15641.67;31.00;15.00;84.00;84.00;28.00;242.30;114.00;22.00;31.00;5.00
759;05/10/2021;2021;octubre;5;15100.00;30.00;18.00;85.00;86.00;39.00;236.50;116.00;22.00;26.00;5.00
760;06/10/2021;2021;octubre;6;14746.25;30.00;17.00;82.00;83.00;36.00;233.50;112.00;23.00;27.00;5.00
761;07/10/2021;2021;octubre;7;16376.25;31.00;13.00;81.00;82.00;29.00;251.30;122.00;23.00;42.00;5.00
762;08/10/2021;2021;octubre;8;16577.92;32.00;15.00;85.00;85.00;30.00;255.30;118.00;24.00;44.00;5.00
763;10/10/2021;2021;octubre;10;665.00;2.00;1.00;2.00;2.00;2.00;8.50;2.00;2.00;0.00;2.00
764;11/10/2021;2021;octubre;11;13277.50;26.00;12.00;74.00;75.00;27.00;205.30;100.00;25.00;42.00;5.00
765;12/10/2021;2021;octubre;12;3852.50;7.00;7.00;21.00;21.00;15.00;43.50;23.00;7.00;6.00;5.00
766;13/10/2021;2021;octubre;13;15270.00;31.00;14.00;79.00;79.00;34.00;241.50;122.00;22.00;44.00;5.00
767;14/10/2021;2021;octubre;14;16317.08;32.00;15.00;81.00;81.00;35.00;253.70;115.00;26.00;28.00;5.00
768;15/10/2021;2021;octubre;15;16086.25;31.00;17.00;87.00;87.00;34.00;248.50;117.00;23.00;27.00;5.00
769;16/10/2021;2021;octubre;16;662.50;2.00;2.00;4.00;4.00;2.00;10.00;4.00;1.00;2.00;3.00
770;17/10/2021;2021;octubre;17;637.50;2.00;1.00;2.00;2.00;1.00;8.00;2.00;1.00;2.00;1.00
771;18/10/2021;2021;octubre;18;18531.25;34.00;16.00;104.00;104.00;35.00;284.30;139.00;24.00;41.00;5.00
772;19/10/2021;2021;octubre;19;17758.75;34.00;16.00;91.00;91.00;39.00;267.50;133.00;23.00;41.00;5.00
773;20/10/2021;2021;octubre;20;16473.75;35.00;18.00;81.00;81.00;40.00;258.50;124.00;25.00;31.00;5.00
774;21/10/2021;2021;octubre;21;18410.00;35.00;15.00;85.00;86.00;32.00;281.00;126.00;23.00;37.00;6.00
775;22/10/2021;2021;octubre;22;16778.75;34.00;15.00;96.00;96.00;37.00;257.50;130.00;25.00;32.00;5.00
776;23/10/2021;2021;octubre;23;1482.50;3.00;2.00;6.00;6.00;3.00;19.00;6.00;3.00;6.00;1.00
777;24/10/2021;2021;octubre;24;35.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00
778;25/10/2021;2021;octubre;25;17434.17;34.00;16.00;92.00;93.00;38.00;264.80;129.00;26.00;44.00;6.00
779;26/10/2021;2021;octubre;26;19383.75;36.00;18.00;113.00;113.00;39.00;291.30;152.00;26.00;58.00;6.00
780;27/10/2021;2021;octubre;27;17189.00;34.00;13.00;94.00;94.00;33.00;267.60;129.00;26.00;45.00;6.00
781;28/10/2021;2021;octubre;28;19994.38;36.00;15.00;111.00;111.00;39.00;299.80;156.00;24.00;52.00;6.00
782;29/10/2021;2021;octubre;29;18722.08;36.00;16.00;97.00;97.00;39.00;282.20;138.00;27.00;40.00;5.00
783;01/11/2021;2021;noviembre;1;3768.13;7.00;5.00;10.00;10.00;10.00;42.50;13.00;7.00;2.00;3.00
784;02/11/2021;2021;noviembre;2;17713.75;34.00;16.00;96.00;96.00;39.00;267.30;128.00;25.00;40.00;5.00
785;03/11/2021;2021;noviembre;3;16565.00;33.00;15.00;107.00;108.00;34.00;254.00;146.00;30.00;45.00;5.00
786;04/11/2021;2021;noviembre;4;17518.75;34.00;20.00;98.00;102.00;36.00;267.30;138.00;27.00;35.00;5.00
787;05/11/2021;2021;noviembre;5;15621.25;33.00;16.00;83.00;84.00;31.00;235.30;115.00;24.00;37.00;5.00
788;06/11/2021;2021;noviembre;6;1012.50;3.00;3.00;3.00;3.00;3.00;13.00;3.00;2.00;0.00;2.00
789;07/11/2021;2021;noviembre;7;1032.50;3.00;3.00;3.00;3.00;3.00;13.00;3.00;3.00;3.00;1.00
790;08/11/2021;2021;noviembre;8;15223.75;29.00;13.00;87.00;88.00;30.00;230.50;124.00;21.00;50.00;5.00
791;09/11/2021;2021;noviembre;9;11988.75;22.00;15.00;76.00;78.00;33.00;181.00;104.00;21.00;38.00;5.00
792;10/11/2021;2021;noviembre;10;16490.00;32.00;17.00;93.00;93.00;42.00;259.50;122.00;24.00;39.00;5.00
793;11/11/2021;2021;noviembre;11;16564.38;32.00;17.00;98.00;98.00;44.00;258.30;139.00;24.00;46.00;5.00
794;12/11/2021;2021;noviembre;12;16595.63;33.00;14.00;89.00;90.00;36.00;248.80;121.00;24.00;45.00;5.00
795;15/11/2021;2021;noviembre;15;16037.50;33.00;19.00;101.00;101.00;40.00;246.30;137.00;26.00;38.00;5.00
796;16/11/2021;2021;noviembre;16;16559.88;32.00;18.00;92.00;92.00;39.00;253.00;130.00;22.00;48.00;5.00
797;17/11/2021;2021;noviembre;17;16440.00;34.00;18.00;99.00;99.00;46.00;252.00;135.00;27.00;51.00;5.00
798;18/11/2021;2021;noviembre;18;18507.50;34.00;18.00;107.00;108.00;40.00;277.50;147.00;24.00;42.00;5.00
799;19/11/2021;2021;noviembre;19;16177.92;31.00;17.00;86.00;86.00;38.00;243.20;122.00;23.00;33.00;5.00
800;20/11/2021;2021;noviembre;20;1400.00;2.00;2.00;2.00;2.00;2.00;16.00;2.00;1.00;1.00;2.00
801;21/11/2021;2021;noviembre;21;743.75;1.00;1.00;1.00;1.00;1.00;8.50;1.00;1.00;0.00;1.00
802;22/11/2021;2021;noviembre;22;17077.50;34.00;17.00;106.00;106.00;38.00;262.50;144.00;22.00;42.00;5.00
803;23/11/2021;2021;noviembre;23;16935.63;34.00;18.00;99.00;99.00;35.00;264.80;147.00;24.00;40.00;5.00
804;24/11/2021;2021;noviembre;24;18160.00;34.00;16.00;107.00;107.00;32.00;280.50;149.00;25.00;57.00;5.00
805;25/11/2021;2021;noviembre;25;18430.00;35.00;16.00;112.00;112.00;43.00;280.50;149.00;27.00;43.00;5.00
806;26/11/2021;2021;noviembre;26;16250.63;30.00;17.00;85.00;85.00;35.00;238.80;122.00;19.00;35.00;5.00
807;27/11/2021;2021;noviembre;27;837.50;3.00;4.00;7.00;7.00;5.00;12.30;7.00;3.00;3.00;3.00
808;28/11/2021;2021;noviembre;28;612.50;1.00;1.00;1.00;1.00;1.00;7.00;1.00;1.00;1.00;1.00
809;29/11/2021;2021;noviembre;29;17820.00;33.00;18.00;108.00;108.00;38.00;265.50;142.00;27.00;44.00;5.00
810;30/11/2021;2021;noviembre;30;18130.00;35.00;18.00;95.00;95.00;39.00;272.00;134.00;24.00;33.00;5.00
811;01/12/2021;2021;diciembre;1;17538.75;35.00;16.00;97.00;97.00;39.00;269.50;141.00;25.00;51.00;6.00
812;02/12/2021;2021;diciembre;2;17463.75;35.00;18.00;91.00;91.00;41.00;265.80;136.00;23.00;39.00;6.00
813;03/12/2021;2021;diciembre;3;16282.50;33.00;19.00;86.00;86.00;35.00;248.00;125.00;20.00;33.00;5.00
814;04/12/2021;2021;diciembre;4;150.00;1.00;1.00;1.00;1.00;1.00;2.00;1.00;1.00;0.00;1.00
815;05/12/2021;2021;diciembre;5;587.50;2.00;2.00;2.00;2.00;2.00;7.00;2.00;2.00;0.00;2.00
816;06/12/2021;2021;diciembre;6;5073.75;10.00;11.00;28.00;29.00;18.00;59.50;31.00;10.00;4.00;5.00
817;07/12/2021;2021;diciembre;7;10053.75;21.00;14.00;71.00;72.00;25.00;144.30;87.00;16.00;18.00;5.00
818;08/12/2021;2021;diciembre;8;5246.25;10.00;9.00;30.00;30.00;15.00;63.00;31.00;11.00;14.00;4.00
819;09/12/2021;2021;diciembre;9;15758.75;30.00;19.00;85.00;85.00;30.00;236.80;127.00;19.00;40.00;5.00
820;10/12/2021;2021;diciembre;10;13533.75;28.00;16.00;69.00;69.00;30.00;206.80;101.00;23.00;40.00;5.00
821;11/12/2021;2021;diciembre;11;1012.50;2.00;2.00;4.00;4.00;3.00;11.00;4.00;2.00;0.00;3.00
822;13/12/2021;2021;diciembre;13;15006.25;31.00;15.00;75.00;75.00;31.00;232.30;108.00;17.00;24.00;6.00
823;14/12/2021;2021;diciembre;14;16708.75;34.00;18.00;84.00;84.00;34.00;250.80;123.00;24.00;27.00;6.00
824;15/12/2021;2021;diciembre;15;15808.75;33.00;17.00;84.00;84.00;33.00;240.00;121.00;23.00;29.00;6.00
825;16/12/2021;2021;diciembre;16;16062.50;32.00;16.00;82.00;82.00;29.00;242.00;121.00;22.00;38.00;6.00
826;17/12/2021;2021;diciembre;17;14647.50;31.00;19.00;85.00;85.00;31.00;219.00;121.00;21.00;43.00;6.00
827;20/12/2021;2021;diciembre;20;13881.25;29.00;19.00;80.00;80.00;33.00;212.80;113.00;21.00;29.00;6.00
828;21/12/2021;2021;diciembre;21;13352.50;27.00;15.00;69.00;69.00;25.00;206.50;99.00;22.00;27.00;5.00
829;22/12/2021;2021;diciembre;22;11176.25;24.00;15.00;56.00;56.00;25.00;177.30;79.00;22.00;21.00;5.00
830;23/12/2021;2021;diciembre;23;10653.75;23.00;10.00;49.00;49.00;18.00;166.30;84.00;22.00;22.00;5.00
831;24/12/2021;2021;diciembre;24;8387.50;17.00;11.00;31.00;31.00;18.00;128.00;51.00;11.00;14.00;5.00
832;27/12/2021;2021;diciembre;27;8372.50;16.00;10.00;45.00;45.00;15.00;125.80;63.00;17.00;22.00;5.00
833;28/12/2021;2021;diciembre;28;8690.00;18.00;13.00;45.00;45.00;20.00;131.30;68.00;18.00;18.00;5.00
834;29/12/2021;2021;diciembre;29;8201.25;16.00;11.00;49.00;49.00;19.00;123.80;69.00;14.00;26.00;5.00
835;30/12/2021;2021;diciembre;30;8061.25;16.00;8.00;40.00;40.00;14.00;120.30;53.00;13.00;18.00;5.00
836;31/12/2021;2021;diciembre;31;5050.00;11.00;9.00;24.00;24.00;12.00;77.00;35.00;9.00;14.00;5.00
837;03/01/2022;2022;enero;3;12057.50;21.00;15.00;59.00;59.00;21.00;171.00;81.00;20.00;22.00;5.00
838;04/01/2022;2022;enero;4;12670.00;22.00;15.00;57.00;58.00;23.00;178.00;83.00;19.00;14.00;5.00
839;05/01/2022;2022;enero;5;11188.75;21.00;14.00;61.00;61.00;20.00;161.50;88.00;19.00;17.00;5.00
840;06/01/2022;2022;enero;6;2537.50;3.00;5.00;10.00;10.00;7.00;26.50;10.00;3.00;1.00;4.00
841;07/01/2022;2022;enero;7;10643.75;21.00;15.00;56.00;56.00;23.00;156.30;77.00;21.00;19.00;5.00
842;08/01/2022;2022;enero;8;150.00;1.00;1.00;1.00;1.00;1.00;2.00;1.00;1.00;0.00;1.00
843;09/01/2022;2022;enero;9;175.00;1.00;1.00;1.00;1.00;1.00;2.00;1.00;1.00;0.00;1.00
844;10/01/2022;2022;enero;10;16897.50;33.00;19.00;79.00;80.00;28.00;251.50;123.00;27.00;31.00;5.00
845;11/01/2022;2022;enero;11;17693.75;32.00;18.00;75.00;76.00;27.00;257.00;111.00;20.00;29.00;5.00
846;12/01/2022;2022;enero;12;15294.38;30.00;14.00;75.00;76.00;21.00;228.00;109.00;26.00;30.00;5.00
847;13/01/2022;2022;enero;13;17761.25;34.00;17.00;98.00;98.00;28.00;261.00;137.00;29.00;37.00;5.00
848;14/01/2022;2022;enero;14;16360.00;32.00;19.00;79.00;79.00;30.00;249.00;124.00;28.00;27.00;5.00
849;15/01/2022;2022;enero;15;360.00;1.00;1.00;2.00;2.00;1.00;4.50;2.00;2.00;0.00;1.00
850;16/01/2022;2022;enero;16;510.00;2.00;2.00;2.00;2.00;2.00;6.00;2.00;2.00;1.00;2.00
851;17/01/2022;2022;enero;17;16842.50;33.00;18.00;82.00;82.00;29.00;251.00;114.00;26.00;35.00;6.00
852;18/01/2022;2022;enero;18;17726.88;33.00;19.00;85.00;85.00;30.00;260.00;120.00;24.00;40.00;6.00
853;19/01/2022;2022;enero;19;17140.00;33.00;19.00;73.00;73.00;26.00;256.80;108.00;21.00;29.00;6.00
854;20/01/2022;2022;enero;20;17870.00;35.00;21.00;87.00;88.00;29.00;268.80;131.00;27.00;33.00;5.00
855;21/01/2022;2022;enero;21;17585.00;34.00;19.00;90.00;90.00;28.00;259.30;127.00;25.00;26.00;5.00
856;22/01/2022;2022;enero;22;525.00;1.00;1.00;1.00;1.00;1.00;6.00;1.00;1.00;0.00;1.00
857;24/01/2022;2022;enero;24;18242.50;35.00;17.00;88.00;88.00;26.00;268.30;129.00;25.00;29.00;5.00
858;25/01/2022;2022;enero;25;18000.00;35.00;20.00;94.00;94.00;30.00;270.00;133.00;23.00;29.00;6.00
859;26/01/2022;2022;enero;26;16225.00;32.00;19.00;78.00;79.00;33.00;250.50;119.00;26.00;30.00;5.00
860;27/01/2022;2022;enero;27;18528.75;35.00;17.00;86.00;87.00;27.00;275.80;142.00;24.00;28.00;5.00
861;28/01/2022;2022;enero;28;16473.75;33.00;18.00;83.00;84.00;27.00;247.00;118.00;24.00;24.00;5.00
862;29/01/2022;2022;enero;29;437.50;1.00;1.00;1.00;1.00;1.00;5.00;1.00;1.00;0.00;1.00
863;31/01/2022;2022;enero;31;19103.75;36.00;14.00;92.00;92.00;27.00;281.00;134.00;27.00;31.00;5.00
864;01/02/2022;2022;febrero;1;17680.00;34.00;18.00;88.00;88.00;35.00;262.80;130.00;23.00;29.00;6.00
865;02/02/2022;2022;febrero;2;17598.75;35.00;21.00;101.00;101.00;34.00;264.00;139.00;24.00;40.00;5.00
866;03/02/2022;2022;febrero;3;18890.00;37.00;19.00;101.00;101.00;32.00;280.30;143.00;28.00;28.00;5.00
867;04/02/2022;2022;febrero;4;18136.61;36.00;19.00;97.00;98.00;31.00;270.20;138.00;28.00;41.00;5.00
868;05/02/2022;2022;febrero;5;437.50;1.00;1.00;1.00;1.00;1.00;5.00;1.00;1.00;1.00;1.00
869;06/02/2022;2022;febrero;6;437.50;1.00;2.00;3.00;3.00;3.00;5.00;3.00;1.00;0.00;2.00
870;07/02/2022;2022;febrero;7;19222.50;38.00;19.00;106.00;106.00;36.00;287.30;148.00;27.00;36.00;5.00
871;08/02/2022;2022;febrero;8;18982.50;38.00;18.00;105.00;105.00;29.00;281.50;150.00;26.00;40.00;5.00
872;09/02/2022;2022;febrero;9;16883.13;35.00;17.00;94.00;94.00;27.00;260.50;134.00;25.00;28.00;6.00
873;10/02/2022;2022;febrero;10;19062.50;38.00;20.00;90.00;90.00;33.00;284.80;142.00;27.00;26.00;6.00
874;11/02/2022;2022;febrero;11;18327.50;37.00;19.00;89.00;90.00;34.00;275.70;140.00;26.00;27.00;5.00
875;12/02/2022;2022;febrero;12;262.50;1.00;1.00;1.00;1.00;1.00;3.00;1.00;1.00;0.00;1.00
876;14/02/2022;2022;febrero;14;18602.50;38.00;20.00;88.00;89.00;35.00;277.50;128.00;24.00;18.00;5.00
877;15/02/2022;2022;febrero;15;17308.75;35.00;19.00;89.00;89.00;30.00;260.80;139.00;21.00;23.00;5.00
878;16/02/2022;2022;febrero;16;17917.50;36.00;19.00;89.00;89.00;30.00;268.30;131.00;22.00;29.00;5.00
879;17/02/2022;2022;febrero;17;17336.25;35.00;19.00;89.00;89.00;33.00;262.00;136.00;28.00;34.00;5.00
880;18/02/2022;2022;febrero;18;15282.50;34.00;18.00;85.00;86.00;30.00;231.70;124.00;26.00;24.00;5.00
881;19/02/2022;2022;febrero;19;662.50;2.00;2.00;2.00;2.00;2.00;7.00;2.00;2.00;0.00;2.00
882;20/02/2022;2022;febrero;20;800.00;1.00;1.00;1.00;1.00;1.00;8.00;1.00;1.00;0.00;1.00
883;21/02/2022;2022;febrero;21;17100.00;35.00;21.00;92.00;93.00;31.00;260.30;132.00;29.00;29.00;5.00
884;22/02/2022;2022;febrero;22;17842.50;36.00;18.00;88.00;89.00;24.00;269.50;127.00;26.00;32.00;5.00
885;23/02/2022;2022;febrero;23;16603.75;35.00;18.00;96.00;96.00;28.00;255.80;139.00;25.00;33.00;5.00
886;24/02/2022;2022;febrero;24;17225.00;36.00;17.00;105.00;105.00;24.00;265.00;144.00;30.00;28.00;5.00
887;25/02/2022;2022;febrero;25;13380.00;31.00;15.00;76.00;76.00;22.00;211.50;112.00;27.00;24.00;5.00
888;28/02/2022;2022;febrero;28;14025.63;30.00;17.00;73.00;74.00;25.00;207.30;103.00;23.00;24.00;5.00
889;01/03/2022;2022;marzo;1;4618.04;16.00;12.00;39.00;39.00;16.00;62.00;49.00;13.00;18.00;5.00
